片名,地区,评分,上映时间
"蜡笔小新：决一胜负！逆袭的机器人爸爸 クレヨンしんちゃん ガチンコ！逆襲のロボとーちゃん",日本,8.8,2014-04-19(日本)
"来自深渊：启程的黎明 メイドインアビス 旅立ちの夜明け",日本,8.8,2019-01-04(日本)
"给桃子的信 ももへの手紙",日本,8.3,2011-09-10(多伦多电影节)/2012-04-21(日本)
"恶童 鉄コン筋クリート",日本,8.5,2006-12-23(日本)
"天元突破剧场版：螺岩篇 劇場版 天元突破グレンラガン 螺巌篇",日本,9.1,2009-04-25(日本)
"南极料理人 南極料理人",日本,8.3,2009-08-08(日本)
"名侦探柯南：银翼的魔术师 名探偵コナン 銀翼の奇術師",日本,8.0,2004-04-17
"花与爱丽丝 花とアリス",日本,8.1,2004-03-13(日本)
"0.5毫米 0.5ミリ",日本,8.3,2014-11-08(日本)
"远山的呼唤 遥かなる山の呼び声",日本,8.7,1980-03-15(日本)
"怪谈 怪談",日本,8.5,1964-12-29(日本)
"攻壳机动队SAC：笑面男 攻殻機動隊 STAND ALONE COMPLEX The Laughing Man",日本,9.2,2005-10-23(日本)
"大佬 Brother",日本/英国/美国,8.4,2000-09-09(威尼斯电影节)/2001-01-27(日本)
"哆啦A梦：大雄与云之国 ドラえもん のび太と雲の王国",日本,8.7,1992-03-07(日本)
"澄沙之味 あん",日本/法国,8.2,2015-05-30(日本)
"伊豆的舞女 伊豆の踊子",日本,8.6,1974-12-28(日本)
"乱云 乱れ雲",日本,8.5,1967-11-18(日本)
"海鸥食堂 かもめ食堂",日本,8.3,2006-03-11(日本)
"借着雨点说爱你 いま、会いにゆきます",日本,8.5,2004-10-30(日本)
"砂之女 砂の女",日本,8.5,1964-02-15(日本)
"疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road",澳大利亚/南非,8.6,2015-05-14(澳大利亚)/2015-05-15(美国)
"小萝莉的猴神大叔 Bajrangi Bhaijaan",印度,8.4,2018-03-02(中国大陆)/2015-07-17(印度)
"钢铁侠 Iron Man",美国,8.3,2008-04-30(中国大陆)/2008-04-14(悉尼首映)/2008-05-02(美国)
"速度与激情7 Furious 7",美国/中国大陆/日本,8.4,2015-04-12(中国大陆)/2015-04-03(美国)
"蝙蝠侠：侠影之谜 Batman Begins",美国/英国,8.5,2005-06-29(中国大陆)/2005-06-15(美国)
"王牌特工：特工学院 Kingsman: The Secret Service",英国/美国,8.4,2015-03-27(中国大陆)/2014-12-13(BNAT电影节)/2015-01-29(英国)
"霍比特人1：意外之旅 The Hobbit: An Unexpected Journey",美国/新西兰,8.4,2013-02-22(中国大陆)/2012-11-28(新西兰首映)/2012-12-14(美国)
"速度与激情5 Fast Five",美国,8.4,2011-05-12(中国大陆)/2011-04-29(美国)
"复仇者联盟 The Avengers",美国,8.2,2012-05-05(中国大陆)/2012-05-04(美国)
"霍比特人2：史矛革之战 The Hobbit: The Desolation of Smaug",美国/新西兰,8.4,2014-02-21(中国大陆)/2013-12-13(美国)
"复仇者联盟3：无限战争 Avengers: Infinity War",美国,8.1,2018-05-11(中国大陆)/2018-04-23(加州首映)/2018-04-27(美国)
"勇闯夺命岛 The Rock",美国,8.6,1996-06-07(美国)
"金刚狼3：殊死一战 Logan",美国,8.3,2017-03-03(中国大陆/美国)/2017-02-17(柏林电影节)/2017-05-16(黑白版)
"将军号 The General",美国,9.1,1926-12-25(美国首映)/1927-01-02(美国)
"变形金刚 Transformers",美国,8.3,2007-07-11(中国大陆)/2007-07-03(美国)
"守望者 Watchmen",美国,8.5,2009-03-06(美国)
"杀死比尔 Kill Bill: Vol. 1",美国,8.3,2003-09-29(好莱坞首映)/2003-10-10(美国)
"加勒比海盗2：聚魂棺 Pirates of the Caribbean: Dead Man's Chest",美国,8.3,2006-07-07(美国)
"加勒比海盗3：世界的尽头 Pirates of the Caribbean: At World's End",美国,8.3,2007-06-12(中国大陆)/2007-05-25(美国)
"银翼杀手2049 Blade Runner 2049",美国/英国/加拿大/匈牙利/西班牙/墨西哥,8.3,2017-10-27(中国大陆)/2017-10-06(美国)
"蝙蝠侠：黑暗骑士归来(下) Batman: The Dark Knight Returns, Part 2",美国,8.9,2013-01-29(美国)
"银河护卫队 Guardians of the Galaxy",美国/英国,8.1,2014-10-10(中国大陆)/2014-07-21(洛杉矶首映)/2014-08-01(美国)
"角斗士 Gladiator",美国/英国/马耳他/摩洛哥,8.5,2000-05-05(美国)
"碟中谍4 Mission: Impossible - Ghost Protocol",美国,8.3,2012-01-28(中国大陆)/2011-12-21(美国)
"X战警：逆转未来 X-Men: Days of Future Past",美国/英国,8.2,2014-05-23(美国/中国大陆)
"碟中谍6：全面瓦解 Mission: Impossible - Fallout",美国/中国大陆/法国/挪威/英国,8.1,2018-08-31(中国大陆)/2018-07-27(美国)
"X战警：第一战 X-Men: First Class",美国/英国,8.2,2011-05-25(纽约首映)/2011-06-01(英国)/2011-06-03(美国)
"银河护卫队2 Guardians of the Galaxy Vol. 2",美国,8.0,2017-05-05(中国大陆/美国)/2017-04-19(洛杉矶首映)
"美国队长2 Captain America: The Winter Soldier",美国,8.0,2014-04-04(美国/中国大陆)/2014-03-13(加州首映)
"启示 Apocalypto",美国,8.6,2006-12-08(美国)
"功夫熊猫 Kung Fu Panda",美国,8.1,2008-06-20(中国大陆)/2008-05-15(戛纳电影节)/2008-06-06(美国)
"飓风营救 Taken",法国/美国/英国,8.3,2008-04-09(中国大陆)/2008-02-27(法国)
"精英部队2：大敌当前 Tropa de Elite 2 - O Inimigo Agora É Outro",巴西,8.7,2011-11-25(中国大陆)/2010-10-08(巴西)
"星球大战 Star Wars",美国,8.4,1977-05-25(美国)
"碟中谍 Mission: Impossible",美国,8.2,1996-05-22(美国)
"盗火线 Heat",美国,8.5,1995-12-15(美国)
"美国队长3 Captain America: Civil War",美国,7.9,2016-05-06(中国大陆/美国)/2016-04-12(加州首映)
"王牌对王牌 The Negotiator",美国/德国,8.5,1998-07-29
"明日边缘 Edge of Tomorrow",美国/加拿大,8.1,2014-06-06(美国/中国大陆)
"星球大战2：帝国反击战 Star Wars: Episode V - The Empire Strikes Back",美国,8.4,1980-05-21(美国)
"罪恶之城 Sin City",美国,8.4,2005-04-01(美国)
"猩球崛起 Rise of the Planet of the Apes",美国,8.1,2011-10-28(中国大陆)/2011-08-05(美国)
"星球大战3：绝地归来 Star Wars: Episode VI - Return of the Jedi",美国,8.4,1983-05-25(美国)
"终结者 The Terminator",美国/英国,8.2,1992-06(中国大陆)/1984-10-26(美国)
"我是传奇 I Am Legend",美国,8.1,2007-12-14(美国)
"我，机器人 I, Robot",美国/德国,8.2,2004-07-16(美国)
"星球大战前传3：西斯的复仇 Star Wars: Episode III - Revenge of the Sith",美国,8.4,2005-05-20(中国大陆)/2005-05-19(美国)
"荒野大镖客 Per un pugno di dollari",意大利/西班牙/西德,8.4,1964-09-12(意大利)
"宾虚 Ben-Hur",美国,8.7,1959-11-18(美国)
"超人总动员 The Incredibles",美国,8.1,2005-01-28(中国大陆)/2004-11-05(美国)
"黑客帝国动画版 The Animatrix",美国,8.8,2003-06-03(美国)
"西线无战事 All Quiet on the Western Front",美国,8.7,1930-08-24
"独立日 Independence Day",美国,8.1,1996-07-02(加拿大)/1996-07-03(美国)
"功夫熊猫2 Kung Fu Panda 2",美国,8.0,2011-05-28(中国大陆)/2011-05-26(美国)
"钢铁侠3 Iron Man 3",美国/中国大陆,7.8,2013-05-01(中国大陆)/2013-04-18(伦敦首映)/2013-05-03(美国)
"铁甲钢拳 Real Steel",美国/印度,8.2,2011-11-08(中国大陆)/2011-09-06(巴黎首映)/2011-10-07(美国)
"正义联盟：闪点悖论 Justice League: The Flashpoint Paradox",美国,8.7,2013-07-30(美国)
"杀死比尔整个血腥事件 Kill Bill: The Whole Bloody Affair",美国,8.6,2011-03-27(美国)
"第一滴血 First Blood",美国,8.3,1982-10-22
"蜘蛛侠 Spider-Man",美国,7.9,2002-08-07(中国大陆)/2002-05-03(美国)
"速度与激情6 Furious 6",美国,7.9,2013-07-26(中国大陆)/2013-05-24(美国)
"速度与激情 The Fast and the Furious",美国/德国,7.9,2001-06-22(美国)
"杀死比尔2 Kill Bill: Vol. 2",美国,8.0,2004-04-08(洛杉矶首映)/2004-04-16(美国)
"桥 Мост",南斯拉夫,8.8,1969-07-14(南斯拉夫)
"星球大战前传1：幽灵的威胁 Star Wars: Episode I - The Phantom Menace",美国,8.2,1999-11-05(中国大陆)/1999-05-19(美国)/2012-02-10(美国)
"黄飞鸿之二：男儿当自强 黃飛鴻之二男兒當自強",中国香港,8.1,1992-04-16
"海王 Aquaman",美国/澳大利亚,7.6,2018-12-07(中国大陆)/2018-12-21(美国)
"死侍 Deadpool",美国/加拿大,7.8,2016-02-12(美国)
"蚁人 Ant-Man",美国,7.7,2015-10-16(中国大陆)/2015-07-17(美国)
"秘密特工 The Man from U.N.C.L.E.",美国/英国,8.1,2015-08-14(美国/英国)
"大内密探零零发 大內密探零零發",中国香港,7.9,1996-02-16(中国香港)
"异形2 Aliens",美国,8.1,1986-07-18(美国)
"空中监狱 Con Air",美国,8.2,1997-06-06(美国)
"生化危机2：启示录 Resident Evil: Apocalypse",德国/法国/英国/加拿大/美国,7.9,2004-09-10(加拿大/美国)
"升级 Upgrade",美国/澳大利亚,8.1,2018-03-10(西南偏南电影节)/2018-06-01(美国)
"猛龙过江 猛龍過江",中国香港,8.4,1972-12-30
"星际迷航 Star Trek",美国/德国,8.1,2009-05-15(中国大陆)/2009-05-08(美国)
"鹿鼎记2：神龙教 鹿鼎記II 神龍教",中国香港,8.0,1992-09-24(中国香港)
"蝙蝠侠：黑暗骑士归来(上) Batman: The Dark Knight Returns, Part 1",美国,8.4,2012-09-25(美国)
"疾速追杀3 John Wick: Chapter 3 - Parabellum",美国,7.9,2019-05-17(美国)
"金刚 King Kong",新西兰/美国/德国,7.9,2006-01-12(中国大陆)/2005-12-05(纽约首映)/2005-12-14(美国)
"奇异博士 Doctor Strange",美国,7.6,2016-11-04(中国大陆/美国)/2016-10-25(英国)
"真实的谎言 True Lies",美国,8.2,1995-04-20(中国大陆)/1994-07-15(美国)/1994-08-12(英国)
"X战警 X-Men",美国/加拿大,7.8,2000-07-14(美国)
"侠女 俠女",中国台湾/中国香港,8.5,1970-07-10(中国台湾)/1971-11-18(中国香港)
"罗拉快跑 Lola rennt",德国,8.1,1998-08-20(德国)
"A计划 A計劃",中国香港,8.0,1983-12-22(中国香港)
"钢铁侠2 Iron Man 2",美国,7.6,2010-05-07(中国大陆/美国)
"速度与激情4 Fast & Furious",美国,7.8,2009-04-15(中国大陆)/2009-04-03(美国)
"午夜狂奔 Midnight Run",美国,8.5,1988-07-20(美国)
"枪王 鎗王",中国香港,8.2,2000-05-27(中国香港)
"警察故事",中国香港,8.0,1985-12-14(中国香港)
"勇敢者的游戏 Jumanji",美国,8.2,1995-12-15(美国)
"国家公敌 Enemy of the State",美国,8.2,1998-11-20(美国)
"X战警：天启 X-Men: Apocalypse",美国,7.7,2016-06-03(中国大陆)/2016-05-09(伦敦首映)/2016-05-27(美国)
"碟中谍5：神秘国度 Mission: Impossible - Rogue Nation",美国/中国大陆/中国香港/奥地利/英国/摩洛哥,7.8,2015-09-08(中国大陆)/2015-07-31(美国)
"功夫熊猫3 Kung Fu Panda 3",美国/中国大陆,7.7,2016-01-29(美国/中国大陆)
"虎胆龙威 Die Hard",美国,8.2,1988-07-20(美国)
"康斯坦丁 Constantine",美国/德国,7.9,2005-02-18(美国)
"赌神2 賭神2",中国香港,7.9,1994-12-15(中国香港)
"夺宝奇兵3 Indiana Jones and the Last Crusade",美国/英国,8.2,1989-05-24(美国)
"买凶拍人 買兇拍人",中国香港,8.2,2001-08-16(中国香港)
"是，大臣 1984圣诞特辑 Yes, Minister: Party Games",英国,9.8,1984-12-17
"初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก",泰国,8.4,2012-06-05(中国大陆)/2010-08-12(泰国)
"调音师 Andhadhun",印度,8.3,2019-04-03(中国大陆)/2018-10-05(印度)
"回到未来 Back to the Future",美国,8.7,1985-07-03(美国)
"玩具总动员 Toy Story",美国,8.5,1995-11-22(美国)
"白日梦想家 The Secret Life of Walter Mitty",美国/英国,8.5,2013-12-25(美国)
"坠入 The Fall",美国/南非/印度,8.8,2006-09-09(多伦多电影节)/2008-05-30(美国)
"马戏团 The Circus",美国,9.2,1928-01-06(美国)
"美食总动员 Ratatouille",美国,8.5,2007-10-19(中国大陆)/2007-06-29(美国)
"我的个神啊 PK",印度,8.4,2015-05-22(中国大陆)/2014-12-19(印度)
"上帝也疯狂 The Gods Must Be Crazy",南非/博茨瓦纳,8.7,1980-09-10(南非)/1981-08-21(挪威)
"面子 Saving Face",美国,8.8,2004-09-12(多伦多电影节)
"热情如火 Some Like It Hot",美国,8.9,1959-03-29
"极品基老伴：完结篇 Vicious Series Finale",英国,9.4,2016-06-19(美国)/2016-12-16(英国)
"海底总动员 Finding Nemo",美国/澳大利亚,8.4,2003-07-30(中国大陆)/2003-05-30(美国)
"奇爱博士 Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb",美国/英国,8.8,1964-01-29(美国)
"流浪者之歌 Дом за вешање",意大利/英国/南斯拉夫,9.1,1988-12-21
"玩具总动员2 Toy Story 2",美国,8.4,1999-11-24(美国)
"土拨鼠之日 Groundhog Day",美国,8.6,1993-02-12(美国)
"巴斯特·斯克鲁格斯的歌谣 The Ballad of Buster Scruggs",美国,8.5,2018-08-31(威尼斯电影节)/2018-11-16(美国)
"热天午后 Dog Day Afternoon",美国,8.7,1975-09-21(美国)
"小鬼当家 Home Alone",美国,8.3,1990-11-16
"西力传 Zelig",美国,9.0,1983-07-15
"普罗旺斯的夏天 Avis de mistral",法国,8.4,2014-04-02(法国)
"与玛格丽特的午后 La tête en friche",法国,8.8,2010-06-02(法国)
"查理和巧克力工厂 Charlie and the Chocolate Factory",美国/英国/澳大利亚,8.2,2005-07-15(美国)
"一夜风流 It Happened One Night",美国,8.8,1934-02-22(美国)
"心房客 Asphalte",法国,8.5,2015-10-07(法国)
"疯狂约会美丽都 Les triplettes de Belleville",法国/比利时/加拿大/英国/拉脱维亚,8.7,2003-06-11(法国)
"偷拐抢骗 Snatch",英国/美国,8.5,2000-09-01
"海盗电台 The Boat That Rocked",英国/德国/法国,8.6,2009-04-01(英国)
"安妮·霍尔 Annie Hall",美国,8.6,1977-04-20
"大坏狐狸的故事 Le Grand Méchant Renard et autres contes...",法国/比利时/美国,8.4,2018-03-16(中国大陆)/2017-06-15(安锡动画电影节)/2017-06-21(法国)
"魔发奇缘 Tangled",美国/德国,8.3,2011-02-03(中国台湾)/2010-11-24(美国)
"爱你，西蒙 Love, Simon",美国,8.3,2018-03-16(美国)
"开罗紫玫瑰 The Purple Rose of Cairo",美国,8.7,1985-03-01
"了不起的狐狸爸爸 Fantastic Mr. Fox",美国,8.5,2009-10-14(伦敦电影节)/2009-11-25(美国)
"完美陌生人(西班牙版) Perfectos desconocidos",意大利/西班牙,8.4,2017-12-01(西班牙)
"杰出公民 El ciudadano ilustre",阿根廷/西班牙,8.4,2016-09-04(威尼斯电影节)/2016-09-08(阿根廷)
"冰川时代3 Ice Age: Dawn of the Dinosaurs",美国,8.3,2009-07-08(中国大陆)/2009-07-01(美国)
"再见列宁 Good Bye Lenin!",德国,8.8,2003-02-09(柏林电影节)/2003-02-13(德国)
"桃色公寓 The Apartment",美国,8.7,1960-06-15
"骗中骗 The Sting",美国,8.7,1973-12-25
"黑衣人 Men in Black",美国,8.2,1997-07-02(美国)
"回到未来2 Back to the Future Part II",美国,8.5,1989-11-22(美国)
"神偷奶爸2 Despicable Me 2",美国/法国/日本,8.1,2014-01-10(中国大陆)/2013-07-03(美国)
"亚当斯一家的价值观 Addams Family Values",美国,8.7,1993-11-19
"怪兽大学 Monsters University",美国,8.2,2013-08-23(中国大陆)/2013-06-21(美国)
"回到未来3 Back to the Future Part III",美国,8.5,1990-05-25(美国)
"小羊肖恩 Shaun the Sheep Movie",英国/法国,8.4,2015-07-17(中国大陆)/2015-02-06(英国)
"星际宝贝 Lilo & Stitch",美国,8.4,2002-06-16(首映)/2002-06-21(美国)
"帕丁顿熊2 Paddington 2",英国/法国/美国,8.1,2017-12-08(中国大陆)/2017-11-10(英国)
"犬之岛 Isle of Dogs",美国/德国,8.3,2018-04-20(中国大陆)/2018-02-15(柏林电影节)/2018-03-23(美国)
"101忠狗 One Hundred and One Dalmatians",美国,8.4,1961-01-25(美国)
"契克 Tschick",德国,8.4,2016-09-15(德国)
"西伯利亚的理发师 Сибирский цирюльник",俄罗斯/法国/意大利/捷克,8.7,1998-10-30(首映)/1999-02-20(俄罗斯)
"玩乐时间 Play Time",法国/意大利,8.7,1967-12-16(法国)
"上帝也疯狂2 The Gods Must Be Crazy II",南非/博茨瓦纳,8.8,1989-07-26
"天生一对 The Parent Trap",美国,8.4,1998-07-29(美国)
"里约大冒险 Rio",美国,8.3,2011-04-08(中国大陆)/2011-04-15(美国)
"无敌破坏王2：大闹互联网 Ralph Breaks the Internet",美国,8.0,2018-11-23(中国大陆)/2018-11-21(美国)
"茜茜公主 Sissi",奥地利,8.5,1955-12-22(西德)
"巴黎淘气帮 Le petit Nicolas",法国/比利时,8.6,2013-02-10(中国大陆)/2009-09-30(法国)
"极品基老伴：2013圣诞特辑 Vicious Christmas Special 2013",英国,9.3,2013-12-27(英国)
"阳光小美女 Little Miss Sunshine",美国,8.3,2006-08-18(美国)
"解构爱情狂 Deconstructing Harry",美国,8.6,1997-12-12
"海绵宝宝历险记 The SpongeBob SquarePants Movie",美国,8.5,2004-11-19(美国)
"蝴蝶 Le papillon",法国,8.6,2002-12-18(法国)
"小男孩 Little Boy",墨西哥/美国,8.3,2015-04-24(美国)
"贝利叶一家 La famille Bélier",法国/比利时,8.4,2014-12-17(法国)
"亚当斯一家 The Addams Family",美国,8.5,1991-11-22
"轻松自由 Libre et assoupi",法国,8.3,2014-05-07(法国)
"欢乐好声音 Sing",美国,8.1,2017-02-17(中国大陆)/2016-09-11(多伦多电影节)/2016-12-21(美国)
"冰川时代2：融冰之灾 Ice Age: The Meltdown",美国,8.1,2006-06-09(中国大陆)/2014-10-13(中国大陆3D)/2006-03-31(美国)
"冰川时代4 Ice Age: Continental Drift",美国,8.1,2012-07-27(中国大陆)/2012-06-27(法国)/2012-07-13(美国)
"流浪猫鲍勃 A Street Cat Named Bob",英国,8.0,2018-11-02(中国大陆)/2016-11-04(英国)
"阿德尔曼夫妇 Monsieur & Madame Adelman",法国/比利时,8.3,2017-03-08(法国)
"阿玛柯德 Amarcord",意大利/法国,8.8,1973-12-18(意大利)
"精灵旅社 Hotel Transylvania",美国/韩国/加拿大,8.0,2013-11-01(中国大陆)/2012-09-08(多伦多电影节)/2012-09-28(美国)
"玉女风流 One, Two, Three",美国,8.9,1961-12-16(美国)
"朗读者 The Reader",美国/德国,8.6,2008-12-10(纽约首映)/2009-01-30(美国)/2009-02-26(德国)
"莫里斯 Maurice",英国,8.9,1987-09-18(美国)/1987-09(威尼斯电影节)
"卡萨布兰卡 Casablanca",美国,8.7,1943-07-07(中国大陆)/1942-11-26(纽约首映)/1943-01-23(美国)
"婚姻生活 Scener ur ett äktenskap",瑞典,9.1,1973-04-11(瑞典)/1974-09-21(美国)
"赎罪 Atonement",英国/法国,8.5,2008-02-22(中国大陆)/2007-09-07(英国)
"悲惨世界 Les Misérables",英国/美国,8.6,2013-02-28(中国大陆)/2012-12-24(美国)
"战争与和平 Война и мир",苏联,9.2,1966-03-14(苏联)
"迷魂记 Vertigo",美国,8.7,1958-05-09(美国)
"美女与野兽 Beauty and the Beast",美国,8.5,1991-09-29(纽约电影节)/1991-11-22(美国)/2012-01-13(美国)
"罗密欧与朱丽叶 Roméo & Juliette: De la haine à l'amour",法国,9.4,2002-02-06(法国)
"美国丽人 American Beauty",美国,8.5,1999-09-08(洛杉矶首映)/1999-10-01(美国)
"她 Her",美国,8.4,2013-10-12(纽约电影节)/2014-01-10(美国)
"万物理论 The Theory of Everything",英国/美国/日本,8.4,2014-09-07(多伦多电影节)/2014-11-26(美国)/2015-01-01(英国)
"蓝白红三部曲之红 Trois couleurs: Rouge",法国/波兰/瑞士,8.7,1994-05-12(戛纳电影节)/1994-05-27(波兰)/1994-09-14(法国)
"哭泣的草原 Τριλογία 1: Το Λιβάδι που δακρύζει",希腊/法国/意大利/德国,9.0,2004-02-12
"不一样的天空 What's Eating Gilbert Grape",美国,8.6,1993-12-17(美国)
"英国病人 The English Patient",美国/英国,8.5,1996-12-06(美国)/1997-03-14(英国)
"弗里达 Frida",美国/墨西哥/加拿大,8.7,2002-08-29(威尼斯电影节)/2002-11-20(墨西哥)/2002-11-22(美国)
"暖暖内含光 Eternal Sunshine of the Spotless Mind",美国,8.5,2004-03-19(美国)
"阿黛尔的生活 La Vie d'Adèle",法国/比利时/西班牙,8.4,2013-05-23(戛纳电影节)/2013-10-09(法国/比利时)
"卡罗尔 Carol",英国/美国,8.4,2015-05-17(戛纳电影节)/2015-11-27(英国)/2016-01-15(美国)
"洛奇 Rocky",美国,8.7,1976-12-03(美国)
"碧海蓝天 Le grand bleu",法国/意大利,8.7,1988-05-11(法国)
"野草莓 Smultronstället",瑞典,8.7,1957-12-26(瑞典)
"巴里·林登 Barry Lyndon",英国/美国,8.8,1975-12-18
"最佳出价 La migliore offerta",意大利,8.4,2013-01-01(意大利)
"穿普拉达的女王 The Devil Wears Prada",美国/法国,8.1,2007-02-27(中国大陆)/2006-06-30(美国)
"爱 Amour",法国/德国/奥地利,8.6,2012-05-20(戛纳电影节)/2012-10-24(法国)
"丹麦女孩 The Danish Girl",英国/美国/比利时/丹麦/德国,8.3,2015-09-05(威尼斯电影节)/2016-01-01(英国)
"走出非洲 Out of Africa",美国,8.6,1985-12-10(洛杉矶首映)/1985-12-20(美国)
"士兵之歌 Баллада о солдате",苏联,9.1,1959-12-01(苏联)
"小美人鱼 The Little Mermaid",美国,8.4,2013-09-19(中国香港)/1989-11-17(美国)/2013-09-13(美国)
"午夜巴黎 Midnight in Paris",西班牙/美国/法国,8.3,2011-05-13(西班牙)/2011-06-10(美国)
"蓝白红三部曲之蓝 Trois couleurs: Bleu",法国/波兰/瑞士,8.5,1993-09-08(法国)/1993-10-10(波兰)
"苦月亮 Bitter Moon",法国/英国,8.4,1992-09-23
"处子之山 Fúsi",冰岛/丹麦,8.5,2015-02-09(柏林电影节)/2015-03-20(冰岛)
"成为简·奥斯汀 Becoming Jane",英国/爱尔兰,8.3,2007-03-09(英国)
"呼喊与细语 Viskningar och rop",瑞典,8.7,1972-12-21(瑞典)
"白雪公主和七个小矮人 Snow White and the Seven Dwarfs",美国,8.3,1937-12-21
"理智与情感 Sense and Sensibility",美国/英国,8.4,1995-12-04(加州首映)/1996-01-26(美国)
"邮差 Il postino",意大利/法国/比利时,8.8,1994-09-01
"情人 L'amant",法国/英国/越南,8.2,1992-01-22(法国)/1992-06-19(英国)
"仙履奇缘 Cinderella",美国,8.4,1950-03-04
"一树梨花压海棠 Lolita",美国/法国,8.2,1997-09-26(意大利)/1998-01-14(法国)/1998-09-25(美国)
"春天的故事 Conte de printemps",法国,8.4,1990-04-04
"爱在暹罗 รักแห่งสยาม",泰国,8.3,2007-11-22(泰国)
"爱情短片 Krótki film o miłości",波兰,8.8,1988-10-21(波兰)
"曾经 Once",爱尔兰,8.3,2007-01-20(圣丹斯电影节)/2007-03-23(爱尔兰)
"对她说 Hable con ella",西班牙,8.5,2002-03-15(西班牙)
"面纱 The Painted Veil",美国/中国大陆/加拿大,8.3,2006-12-29(中国大陆)/2006-12-20(洛杉矶首映)/2007-01-19(美国)
"了不起的盖茨比 The Great Gatsby",澳大利亚/美国,7.9,2013-08-30(中国大陆)/2013-05-01(纽约首映)/2013-05-10(美国)
"蓝白红三部曲之白 Trois couleurs: Blanc",法国/波兰/瑞士,8.4,1994-01-26(法国)/1994-02-25(波兰)
"布达佩斯之恋 Gloomy Sunday - Ein Lied von Liebe und Tod",德国/匈牙利,8.6,1999-10-21
"日出 Sunrise: A Song of Two Humans",美国,8.8,1927-11-04
"初恋这首情歌 Sing Street",爱尔兰/英国/美国,8.2,2020-08-07(中国大陆)/2016-01-24(圣丹斯电影节)/2016-03-18(爱尔兰)/2016-04-15(美国)/2016-05-20(英国)
"人鬼情未了 Ghost",美国,8.2,1990-07-13
"弗兰兹 Frantz",法国/德国,8.4,2016-09-03(威尼斯电影节)/2016-09-07(法国)
"水牛城66 Buffalo '66",美国/加拿大,8.5,1998-06-26
"精疲力尽 À bout de souffle",法国,8.4,1960-03-16(法国)
"窈窕淑女 My Fair Lady",美国,8.2,1964-12-25
"秋天的故事 Conte d'automne",法国,8.4,1998-09-07(威尼斯电影节)/1998-09-23(法国)
"夏天的故事 Conte d'été",法国,8.3,1996-06-05
"七次机会 Seven Chances",美国,8.9,1925-03-11
"夜 La notte",意大利/法国,8.8,1961-01-24(米兰首映)/1961-02-24(法国)
"革命之路 Revolutionary Road",美国/英国,8.1,2008-12-15(洛杉矶首映)/2008-12-26(美国)/2009-01-30(英国)
"玫瑰人生 La Môme",法国/英国/捷克,8.3,2007-02-08(柏林电影节)/2007-02-14(法国)/2007-05-31(捷克)/2007-06-22(英国)
"戏梦巴黎 The Dreamers",法国/英国/意大利,8.1,2003-09-01(威尼斯电影节)/2003-10-10(法国)
"发条橙 A Clockwork Orange",英国/美国,8.6,1971-12-19(纽约首映)/1972-01-13(英国)
"这个男人来自地球 The Man from Earth",美国,8.5,2007-11-13(美国)
"银翼杀手 Blade Runner",美国/中国香港,8.5,1982-06-25(美国)
"后天 The Day After Tomorrow",美国,8.3,2004-05-28(中国大陆/美国)/2004-05-17(墨西哥城首映)
"月球 Moon",英国,8.5,2009-07-17
"机器管家 Bicentennial Man",美国/德国,8.6,1999-12-13(美国)
"第九区 District 9",美国/新西兰/加拿大/南非,8.3,2009-11-27(中国大陆)/2009-08-14(美国)
"生化危机 Resident Evil",英国/德国/法国/美国,8.2,2002-03-15(美国)
"潜行者 Сталкер",苏联,8.8,1979-05(苏联)/1980-05-13(戛纳电影节)
"侏罗纪公园 Jurassic Park",美国,8.2,2013-08-20(中国大陆3D)/1993-06-11(美国)/2013-04-05(美国)
"异形 Alien",英国/美国,8.2,1979-05-25(美国)
"原始星球 La planète sauvage",法国/捷克斯洛伐克,8.8,1973-05(戛纳电影节)/1973-12-06(法国)
"超时空接触 Contact",美国,8.4,1997-07-11
"异次元骇客 The Thirteenth Floor",美国/德国,8.4,1999-05-28(美国)
"K星异客 K-PAX",美国/德国,8.5,2001-10-26(美国)
"飞向太空 Солярис",苏联,8.6,1972-03-20(苏联)
"黑洞频率 Frequency",美国,8.4,2000-04-28(美国)
"十二猴子 Twelve Monkeys",美国,8.2,1995-12-08(纽约首映)/1996-01-05(美国)
"云图 Cloud Atlas",德国/美国/中国香港/中国大陆/新加坡,8.1,2013-01-31(中国大陆)/2012-10-26(美国)
"迷雾 The Mist",美国,8.0,2007-11-21(美国)
"钢铁巨人 The Iron Giant",美国,8.6,1999-08-06(美国)
"无姓之人 Mr. Nobody",加拿大/比利时/法国/德国,8.2,2009-09-12(威尼斯电影节)/2010-01-13(法国/比利时)/2010-07-08(德国)
"地心引力 Gravity",英国/美国/墨西哥,7.9,2013-11-19(中国大陆)/2013-08-28(威尼斯电影节)/2013-10-04(美国)
"星际宝贝史迪奇 Stitch! The Movie",美国,8.6,2003-08-25(美国)
"降临 Arrival",美国/加拿大,7.8,2017-01-20(中国大陆)/2016-09-01(威尼斯电影节)/2016-11-11(美国)
"神秘博士：火星之水 Doctor Who: The Waters of Mars",英国,9.1,2009-11-15(英国)
